iter	Logloss
130	0.4503715696
131	0.4499694719
132	0.449227602
133	0.4491193264
134	0.4480996244
135	0.4480285172
136	0.4471975372
137	0.4470155988
138	0.4464516703
139	0.4454390967
140	0.4447354887
141	0.4440387917
142	0.4439757576
143	0.4433154801
144	0.4425341311
145	0.4421328532
146	0.4414081236
147	0.4405182873
148	0.4400430424
149	0.4396299124
150	0.4391206432
151	0.4385802916
152	0.4380992992
153	0.4376904835
154	0.4374464654
155	0.436893025
156	0.4367244873
157	0.4366085311
158	0.4365858341
159	0.4363958831
160	0.4363510244
161	0.4360565353
162	0.4353792832
163	0.4353469013
164	0.4345898995
165	0.43458193
166	0.4341376161
167	0.4336764015
168	0.4331825817
169	0.4330646524
170	0.4329875063
171	0.4322406302
172	0.4317919113
173	0.4310444706
174	0.4309028858
175	0.4302405799
176	0.4301550092
177	0.4301341444
178	0.4297049138
179	0.4293319781
180	0.4289043074
181	0.4288193372
182	0.4284824273
183	0.4284823686
184	0.4281485263
185	0.4278110967
186	0.4275288732
187	0.4274561244
188	0.4272879925
189	0.4272637646
190	0.4267669958
191	0.4263138382
192	0.426256254
193	0.4253289666
194	0.4253110632
195	0.4252849578
196	0.4246905196
197	0.4243716849
198	0.4243236279
199	0.4236373808
200	0.4230590043
201	0.4223374605
202	0.4220054104
203	0.4219971868
204	0.4214905164
205	0.4209330723
206	0.4209241951
207	0.4202464246
208	0.4200635071
209	0.4199587447
210	0.4195302681
211	0.419530065
212	0.4194870567
213	0.4192102816
214	0.41920988
215	0.4191648269
216	0.4191455728
217	0.4188096795
218	0.4188075821
219	0.4183155422
220	0.4179895383
221	0.4176684951
222	0.417654149
223	0.4176283141
224	0.4172522466
225	0.4172165688
226	0.4169740207
227	0.4169716828
228	0.4169290246
229	0.416430118
230	0.4157554729
231	0.4155380805
232	0.4152549034
233	0.4148962997
234	0.4148820203
235	0.4146103893
236	0.4141869298
237	0.4135970038
238	0.4133176173
239	0.4133030341
240	0.4129673872
241	0.4127103161
242	0.4124646224
243	0.4124646083
244	0.4124288295
245	0.4123247189
246	0.4118221757
247	0.4111393263
248	0.4109568723
249	0.4107143027
250	0.4103853929
251	0.4100800713
252	0.4100586579
253	0.4096695545
254	0.4092969402
255	0.4089440516
256	0.4088804881
257	0.408870314
258	0.4081011455
259	0.4080721529
260	0.4080588641
261	0.4079747033
262	0.4077257152
263	0.4077199809
264	0.4077003998
265	0.4076935209
266	0.407508838
267	0.4073831547
268	0.4073829746
269	0.4070504974
270	0.4070457383
271	0.4070095074
272	0.4068456948
273	0.4068312597
274	0.4067645969
275	0.4067643245
276	0.4064893196
277	0.406480521
278	0.4064805022
279	0.4064804744
280	0.4062900514
281	0.4062898914
282	0.4056999364
283	0.405567325
284	0.404815845
285	0.4046086612
286	0.4045643152
287	0.4043540212
288	0.4043532737
289	0.4040763354
290	0.4040762757
291	0.4039964828
292	0.4039750625
293	0.4039740594
294	0.4039552874
295	0.4039419786
296	0.4039419774
297	0.4039419763
298	0.4038271801
299	0.4034030533
300	0.4033964368
301	0.4033955141
302	0.4030885381
303	0.4025595229
304	0.4025161177
305	0.4019999348
306	0.401810011
307	0.4017955542
308	0.4013833446
309	0.4009068022
310	0.4009016915
311	0.4008703222
312	0.4008701035
313	0.4007273211
314	0.4007194353
315	0.400481423
316	0.400467624
317	0.400446356
318	0.4000229616
319	0.3998738906
320	0.399855013
321	0.399726927
322	0.3996328099
323	0.3991457904
324	0.3991430805
325	0.3991136105
326	0.3986402462
327	0.398543759
328	0.3981798019
329	0.3979032882
330	0.3978920345
331	0.3977351074
332	0.397725666
333	0.3977237135
334	0.3973521931
335	0.3970601244
336	0.3970179061
337	0.3963651319
338	0.3958732818
339	0.3958676847
340	0.3958396922
341	0.3958290635
342	0.3955083173
343	0.3954911415
344	0.3954909802
345	0.3954887365
346	0.3952306246
347	0.3952072932
348	0.3952070326
349	0.3951956067
350	0.3951952874
351	0.3948318502
352	0.3948311869
353	0.3947477183
354	0.39473834
355	0.3946941657
356	0.3946941609
357	0.3942697658
358	0.3939438162
359	0.3939029785
360	0.3937504933
361	0.3935482467
362	0.3934800647
363	0.3932619763
364	0.3928684905
365	0.3927254165
366	0.3922744292
367	0.3922743849
368	0.3922732553
369	0.3918708058
370	0.3918685847
371	0.3918514102
372	0.3914770483
373	0.3910626297
374	0.390782878
375	0.3904308706
376	0.3904236191
377	0.3904167492
378	0.3904167471
379	0.3904018621
380	0.3903959782
381	0.3902734732
382	0.3902584839
383	0.3899752858
384	0.3899647001
385	0.3895964631
386	0.3893641298
387	0.3893624953
388	0.3893623888
389	0.3893593507
390	0.3893591665
391	0.3893474308
392	0.3888581871
393	0.3886835088
394	0.3881523078
395	0.388128409
396	0.3879432307
397	0.387931553
398	0.3879206602
399	0.3878881536
400	0.3876717352
401	0.3876716566
402	0.3871392369
403	0.3870795627
404	0.3870786666
405	0.3869504826
406	0.3869060262
407	0.3863668332
408	0.3861342338
409	0.3857806508
410	0.3853997098
411	0.3852442056
412	0.3848116626
413	0.384514012
414	0.383764331
415	0.383151073
416	0.3830857848
417	0.3825762679
418	0.3821453182
419	0.3821050534
420	0.3816429564
421	0.3814617067
422	0.3810413183
423	0.3808821682
424	0.3808818642
425	0.3805810918
426	0.3800643638
427	0.3800566186
428	0.379779575
429	0.3796752922
430	0.3796750047
431	0.3794942566
432	0.3794830726
433	0.3791565469
434	0.3791103271
435	0.379110061
436	0.3789128518
437	0.3787767375
438	0.3786074449
439	0.3785994496
440	0.3785510112
441	0.3781522564
442	0.3781508056
443	0.378119891
444	0.3775734486
445	0.3773305638
446	0.3771053841
447	0.3766283761
448	0.3763027239
449	0.3762306641
450	0.3762252783
451	0.3760045611
452	0.375961034
453	0.3759607725
454	0.3756600282
455	0.3752263788
456	0.3750175783
457	0.3748666222
458	0.3745442431
459	0.3743649214
460	0.3742573814
461	0.3736410563
462	0.3736404814
463	0.3734934312
464	0.3734783366
465	0.3734428882
466	0.3731327429
467	0.3726665542
468	0.3724033681
469	0.3719345965
470	0.3716496779
471	0.3711252487
472	0.3707775859
473	0.3701857353
474	0.3698589786
475	0.3694129779
476	0.3693103962
477	0.3690635058
478	0.3684657693
479	0.3684526994
480	0.3683842894
481	0.3680096739
482	0.3678704842
483	0.3676272573
484	0.3670806922
485	0.3667936434
486	0.3665006394
487	0.366242299
488	0.3659174777
489	0.3659051717
490	0.3657270698
491	0.3654581801
492	0.3652838631
493	0.3649508352
494	0.3647439205
495	0.3642420979
496	0.3639597791
497	0.3638273232
498	0.3633105834
499	0.3631279324
500	0.3629317067
501	0.3623852038
502	0.3621851182
503	0.3619529164
504	0.3616075773
505	0.3613333636
506	0.3611433494
507	0.3608799354
508	0.360676713
509	0.3604878405
510	0.360162444
511	0.3598779983
512	0.3593628592
513	0.3593308261
514	0.3593010125
515	0.3591234462
516	0.3588132704
517	0.3586489477
518	0.3582854926
519	0.3580290797
520	0.3578693412
521	0.3576576543
522	0.3573705528
523	0.3571750476
524	0.357050622
525	0.3568753916
526	0.3567227802
527	0.3564673659
528	0.3558780798
529	0.3554982531
530	0.3552617678
531	0.3549550826
532	0.3547160619
533	0.3541679751
534	0.353708478
535	0.353515107
536	0.3534323138
537	0.3529377488
538	0.3524795276
539	0.3523669797
540	0.351871178
541	0.3518230298
542	0.3512480943
543	0.3511218612
544	0.3509375258
545	0.3506529692
546	0.3504788551
547	0.3502985578
548	0.3502237681
549	0.3500118126
550	0.3499679595
551	0.3498498059
552	0.3496018369
553	0.3493311957
554	0.3490941884
555	0.3490807776
556	0.3487637879
557	0.348555735
558	0.3484829281
559	0.3482288751
560	0.347827036
561	0.3477339489
562	0.3473157034
563	0.346929822
564	0.3467552258
565	0.3463301583
566	0.346111126
567	0.3458537222
568	0.345560057
569	0.3453714162
570	0.3450773603
571	0.3449912478
572	0.3444040411
573	0.3441204866
574	0.3439274906
575	0.3437216908
576	0.3434924955
577	0.3433055562
578	0.3431891227
579	0.3428132173
580	0.3423312949
581	0.3419664713
582	0.3418492818
583	0.3417367092
584	0.3415189019
585	0.3412435874
586	0.3410362675
587	0.3409798787
588	0.3408025256
589	0.3403334901
590	0.3400135114
591	0.3398757511
592	0.3395428716
593	0.3390928167
594	0.3388988215
595	0.3387078694
596	0.3384232499
597	0.3381792458
598	0.3378736756
599	0.3377893426
600	0.3375008994
601	0.3372397663
602	0.3370310584
603	0.3369026272
604	0.336707561
605	0.3364949422
606	0.3362813443
607	0.3358167407
608	0.3353026562
609	0.335130193
610	0.3349656171
611	0.3345930769
612	0.3343112266
613	0.3340583095
614	0.3336635304
615	0.3334602706
616	0.3330334667
617	0.3327998672
618	0.3325966274
619	0.3324323016
620	0.3323735979
621	0.3322165386
622	0.3319981103
623	0.3317695892
624	0.3315926344
625	0.3313756209
626	0.3308534815
627	0.3305019578
628	0.3302528034
629	0.3298318999
630	0.3296429412
631	0.3293343798
632	0.3291704453
633	0.3286607799
634	0.3285387198
635	0.3281009297
636	0.3280227555
637	0.3276230813
638	0.3274134835
639	0.3269870467
640	0.3266864777
641	0.3265408893
642	0.3264791009
643	0.3260564962
644	0.3257872027
645	0.3256401814
646	0.325394346
647	0.3249827453
648	0.3245232687
649	0.3243446187
650	0.3241364786
651	0.3239065347
652	0.3237041503
653	0.3235081304
654	0.3232485269
655	0.3230985649
656	0.3228827016
657	0.3225996852
658	0.3223802947
659	0.3221914215
660	0.3217811617
661	0.3214839438
662	0.3212795093
663	0.3210273161
664	0.320638082
665	0.3204538732
666	0.3202347026
667	0.3200299784
668	0.3198340917
669	0.3197027406
670	0.319449275
671	0.319219151
672	0.3190396882
673	0.318833247
674	0.318717182
675	0.3185662247
676	0.3183866298
677	0.3181826813
678	0.3180290133
679	0.3178448951
680	0.3176924148
681	0.3174079158
682	0.3172592908
683	0.3170666773
684	0.3170560593
685	0.316793387
686	0.3166255465
687	0.3164566436
688	0.316100686
689	0.3158618065
690	0.3157134886
691	0.3154252897
692	0.3151899509
693	0.3150034286
694	0.3146199
695	0.314559955
696	0.3144683813
697	0.3143881744
698	0.3141890815
699	0.3138206312
700	0.3136318501
701	0.3133076575
702	0.3132915478
703	0.313107332
704	0.3128663869
705	0.3124973333
706	0.3124112137
707	0.3122243444
708	0.3119588126
709	0.31166841
710	0.3115223043
711	0.311352876
712	0.3111960889
713	0.3109360531
714	0.3106625122
715	0.3102939306
716	0.3100725995
717	0.3096468268
718	0.3094860836
719	0.3093858589
720	0.3091278544
721	0.3088742801
722	0.3086579751
723	0.3083109262
724	0.3082060298
725	0.3081046364
726	0.3077486864
727	0.3075044168
728	0.3072601008
729	0.3068221979
730	0.3066603505
731	0.3065921856
732	0.3064499941
733	0.3061757782
734	0.3060494267
735	0.3058347438
736	0.3054348178
737	0.3053446769
738	0.3051098462
739	0.3050093887
740	0.3047749019
741	0.3045346333
742	0.3043662432
743	0.304262406
744	0.3041636998
745	0.3040638991
746	0.3038852725
747	0.3036885131
748	0.3036732653
749	0.3035850779
750	0.3033689856
751	0.3033385511
752	0.3031323425
753	0.3028914378
754	0.3027030343
755	0.3025679407
756	0.3023343588
757	0.3021358136
758	0.3020161747
759	0.3017894883
760	0.3016640726
761	0.3016515608
762	0.3014934907
763	0.301247583
764	0.3009966326
765	0.3009248635
766	0.300874671
767	0.3008283816
768	0.3007490386
769	0.3005609745
770	0.3003012991
771	0.3001130188
772	0.2999599975
773	0.2998077049
774	0.2995578778
775	0.299231919
776	0.2991409108
777	0.2991282939
778	0.2990224767
779	0.2990143028
780	0.2989233916
781	0.2989177392
782	0.2987759997
783	0.2987656023
784	0.2986749852
785	0.2984206844
786	0.2983515834
787	0.2983243518
788	0.2981796164
789	0.298018076
790	0.2979481768
791	0.297728722
792	0.2975607031
793	0.2974620006
794	0.2972560789
795	0.2972381908
796	0.2971688075
797	0.2970987701
798	0.2967128433
799	0.296500604
800	0.2963720259
801	0.2963274305
802	0.2961702479
803	0.2961614744
804	0.2960065708
805	0.2959653959
806	0.2959224776
807	0.2957869956
808	0.295654402
809	0.2956415666
810	0.2955037545
811	0.2954403605
812	0.2952815942
813	0.2950962833
814	0.2949358734
815	0.2948729975
816	0.2947818382
817	0.2946968617
818	0.2945289357
819	0.2943161917
820	0.2940964721
821	0.2939609158
822	0.2937166886
823	0.2936264553
824	0.2935805211
825	0.2932979444
826	0.2930832775
827	0.2929386052
828	0.2928898393
829	0.292760453
830	0.2927508597
831	0.2924956775
832	0.2924061151
833	0.292182352
834	0.2920230113
835	0.2920129381
836	0.292004124
837	0.291719729
838	0.2915155752
839	0.2914148211
840	0.2911046266
841	0.2910966681
842	0.2909865221
843	0.2908360537
844	0.2905788524
845	0.2904166855
846	0.2901916657
847	0.289875717
848	0.289723813
849	0.2894026743
850	0.2892368294
851	0.2890228698
852	0.28888015
853	0.2885500876
854	0.2883383586
855	0.2882114839
856	0.2880887693
857	0.2880488638
858	0.2880411906
859	0.288000923
860	0.2879961944
861	0.2878951444
862	0.2875293196
863	0.2872347973
864	0.2871076098
865	0.2869089024
866	0.2867971599
867	0.2865931659
868	0.2864654113
869	0.2864146828
870	0.2862731201
871	0.2860584744
872	0.2860120785
873	0.285776895
874	0.285638814
875	0.2853798697
876	0.2850588069
877	0.2849545261
878	0.2849500913
879	0.2848308136
880	0.2846252466
881	0.2845986444
882	0.284376324
883	0.2841887317
884	0.2841242828
885	0.2839928735
886	0.2839450303
887	0.2836894908
888	0.2835498528
889	0.2834598597
890	0.2831666983
891	0.2830164157
892	0.282954535
893	0.2828896702
894	0.2826799984
895	0.2824112324
896	0.2822653959
897	0.2821177692
898	0.2819366091
899	0.2816581568
900	0.2815475717
901	0.281462311
902	0.2813629096
903	0.2811391146
904	0.2810994548
905	0.2809912534
906	0.2808816237
907	0.2807695003
908	0.2806752747
909	0.2804416679
910	0.2802616465
911	0.279995193
912	0.2797650695
913	0.2796015911
914	0.2795269851
915	0.2794079644
916	0.2791256307
917	0.279060359
918	0.2788557611
919	0.2787696861
920	0.2786379187
921	0.2786316337
922	0.2785052136
923	0.2782496415
924	0.278061909
925	0.2778025438
926	0.2777398015
927	0.277670323
928	0.2775888831
929	0.2775819913
930	0.2774176848
931	0.2771155007
932	0.2769229565
933	0.2768326922
934	0.2766379192
935	0.2764994788
936	0.2762868489
937	0.2761660305
938	0.2760142248
939	0.2759317676
940	0.275741674
941	0.2756074117
942	0.2754540506
943	0.2754174812
944	0.2751397004
945	0.2749954843
946	0.2748633764
947	0.2746885318
948	0.2745939285
949	0.2745237262
950	0.2744632424
951	0.2742785525
952	0.2742114471
953	0.2741672255
954	0.2739331777
955	0.2737533561
956	0.2736680195
957	0.2735724825
958	0.2733578262
959	0.273265432
960	0.2730391046
961	0.2729066299
962	0.2728752598
963	0.2726905573
964	0.2726137036
965	0.272382198
966	0.2720154142
967	0.2719034703
968	0.271685595
969	0.2714738624
970	0.2713700626
971	0.2713037607
972	0.2711865486
973	0.2709550289
974	0.2707075153
975	0.2706694042
976	0.2704372369
977	0.270334138
978	0.2702256051
979	0.2699402191
980	0.2699003796
981	0.2697962023
982	0.2696486551
983	0.2693969971
984	0.2691979851
985	0.2691446581
986	0.2691054522
987	0.2690000386
988	0.2688970952
989	0.2688076654
990	0.2686828012
991	0.2685155995
992	0.2683510182
993	0.2681882806
994	0.2681023977
995	0.2679140249
996	0.2678337971
997	0.2677729008
998	0.2675597289
999	0.2674128787
1000	0.2673074907
1001	0.2672347842
1002	0.2670571636
1003	0.2669382724
1004	0.2668393316
1005	0.2667474315
1006	0.2666837929
1007	0.2666430448
1008	0.2664538284
1009	0.2663084914
1010	0.2662084249
1011	0.2660519169
1012	0.2659884122
1013	0.2657657134
1014	0.2656599024
1015	0.2655797708
1016	0.2654860389
1017	0.2653851079
1018	0.2653368487
1019	0.2651758729
1020	0.2650340351
1021	0.2649828265
1022	0.2648912348
1023	0.264795466
1024	0.2644689898
1025	0.2643264548
1026	0.2642088775
1027	0.2641471196
1028	0.2638210121
1029	0.2636955487
1030	0.2634755835
1031	0.2633746647
1032	0.2633424775
1033	0.2631462825
1034	0.2630448523
1035	0.2628395026
1036	0.2627401559
1037	0.2625614572
1038	0.2624371565
1039	0.2622687512
1040	0.2620165999
1041	0.2619397299
1042	0.2618890613
1043	0.2617023279
1044	0.2615840213
1045	0.2614882251
1046	0.261437189
1047	0.2613256822
1048	0.261260993
1049	0.2611248714
1050	0.261009315
1051	0.260890036
1052	0.2606820746
1053	0.2605974354
1054	0.2605117618
1055	0.260350768
1056	0.2601311582
1057	0.2598520976
1058	0.2597844468
1059	0.2596047209
1060	0.2594828727
1061	0.2594430468
1062	0.2593289448
1063	0.2593000735
1064	0.2592582775
1065	0.2592110286
1066	0.2590323569
1067	0.2588935164
1068	0.2586130321
1069	0.2584385403
1070	0.2582451457
1071	0.2581951801
1072	0.2581266734
1073	0.2579206209
1074	0.2578059001
1075	0.2576947942
1076	0.2576066094
1077	0.2575486469
1078	0.2573300459
1079	0.2571768658
1080	0.2569622618
1081	0.2568288782
1082	0.2567040593
1083	0.256565886
1084	0.2564228196
1085	0.2563529461
1086	0.2563187059
1087	0.2562334281
1088	0.2561224988
1089	0.2560271672
1090	0.2558523415
1091	0.2557749159
1092	0.255644469
1093	0.2556021823
1094	0.2555141844
1095	0.2553377381
1096	0.2552892401
1097	0.2551658723
1098	0.2550804979
1099	0.2549791634
1100	0.2548718819
1101	0.2548187992
1102	0.2547127231
1103	0.2545266746
1104	0.2544353504
1105	0.2542868849
1106	0.2541682576
1107	0.2539949398
1108	0.2539790093
1109	0.2538683198
1110	0.2538135941
1111	0.253709056
1112	0.2534351489
1113	0.2532306849
1114	0.2530744375
1115	0.2528800476
1116	0.2528211317
1117	0.2525999123
1118	0.2524913553
1119	0.2524295487
1120	0.2523187132
1121	0.2522686572
1122	0.2522376269
1123	0.2520580537
1124	0.2519172987
1125	0.2517434774
1126	0.2515201387
1127	0.2514473756
1128	0.2513640774
1129	0.2511093179
1130	0.2509962993
1131	0.2509026738
1132	0.2508227818
1133	0.2507886817
1134	0.2506574041
1135	0.2505995509
1136	0.250496301
1137	0.2504258794
1138	0.2502645758
1139	0.2501465541
1140	0.250037613
1141	0.2499141474
1142	0.2496963049
1143	0.2496087401
1144	0.2494303338
1145	0.2492258741
1146	0.2491297084
1147	0.2490411309
1148	0.2489423982
1149	0.248754753
1150	0.2486908506
1151	0.2484727223
1152	0.2484343804
1153	0.2483622304
1154	0.2481454088
1155	0.247885494
1156	0.2477363853
1157	0.2476309661
1158	0.2475308581
1159	0.2474696521
1160	0.2474205732
1161	0.2474127097
1162	0.2473667578
1163	0.2471490967
1164	0.247124665
1165	0.2470201182
1166	0.2469433339
1167	0.2469042384
1168	0.2468067635
1169	0.2467360162
1170	0.2466970997
1171	0.2466139317
1172	0.246537117
1173	0.2464465772
1174	0.2463244608
1175	0.2462413848
1176	0.2461455541
1177	0.2460629327
1178	0.2459733197
1179	0.2458190945
1180	0.2457070644
1181	0.2454993059
1182	0.2453158369
1183	0.2451064198
1184	0.2449627047
1185	0.2448533303
1186	0.2447724926
1187	0.2444872696
1188	0.2443573834
1189	0.2442915939
1190	0.2442261173
1191	0.244156348
1192	0.2440088349
1193	0.2440015472
1194	0.2439511899
1195	0.2437890889
1196	0.243702972
1197	0.2435169479
1198	0.2433921562
1199	0.2431926543
1200	0.2430982149
1201	0.2430565613
1202	0.242953104
1203	0.2426711261
1204	0.2424459703
1205	0.2423477892
1206	0.2422732454
1207	0.2422306881
1208	0.2421554935
1209	0.2420729907
1210	0.2419487941
1211	0.2418388062
1212	0.2417535984
1213	0.2416526378
1214	0.241521229
1215	0.2412793225
1216	0.2412052907
1217	0.2411035966
1218	0.2409738518
1219	0.2409047198
1220	0.2407709022
1221	0.2406854911
1222	0.2406263511
1223	0.2405780864
1224	0.2404957378
1225	0.2403148816
1226	0.2402021826
1227	0.2401216676
1228	0.2400293345
1229	0.2399511229
1230	0.2397920586
1231	0.239710497
1232	0.2395216193
1233	0.2394624165
1234	0.2394313071
1235	0.2393144511
1236	0.2391947057
1237	0.2390869364
1238	0.2390464724
1239	0.2388577443
1240	0.238614014
1241	0.2385339955
1242	0.2384347967
1243	0.2382834536
1244	0.2382215247
1245	0.2379751785
1246	0.2377930838
1247	0.2377143491
1248	0.2376169328
1249	0.2375405138
1250	0.2373149212
1251	0.2372314586
1252	0.2371308479
1253	0.2370636984
1254	0.2370260317
1255	0.2369439101
1256	0.2367734904
1257	0.2366773669
1258	0.2366375858
1259	0.2365761164
1260	0.2364182955
1261	0.2363384581
1262	0.2361615905
1263	0.2359642379
1264	0.2359282244
1265	0.2357527771
1266	0.2356891295
1267	0.2355931616
1268	0.2355584156
1269	0.2353873917
1270	0.235287093
1271	0.2350623369
1272	0.2349652014
1273	0.2349045672
1274	0.234825512
1275	0.2346632103
1276	0.2345687067
1277	0.2345038096
1278	0.2343322217
1279	0.2342504445
1280	0.2341892614
1281	0.2339974797
1282	0.2338991858
1283	0.2336835223
1284	0.2335102475
1285	0.233339853
1286	0.2332706975
1287	0.2331891737
1288	0.2328871187
1289	0.2327708465
1290	0.2327446022
1291	0.232613116
1292	0.2324956483
1293	0.2323686338
1294	0.2322700457
1295	0.2321770472
1296	0.2320671159
1297	0.2319705496
1298	0.2318712658
1299	0.2318385411
1300	0.2316706703
1301	0.2316246321
1302	0.2314950414
1303	0.2313054712
1304	0.2312256885
1305	0.2311140108
1306	0.230987046
1307	0.2309223696
1308	0.2307613311
1309	0.2306466347
1310	0.2305931147
1311	0.230439715
1312	0.2303785571
1313	0.230266712
1314	0.230079075
1315	0.2300432066
1316	0.2299628878
1317	0.2298466765
1318	0.2297664459
1319	0.2295896516
1320	0.2295169776
1321	0.2294145659
1322	0.2292731748
1323	0.2291919812
1324	0.2290405513
1325	0.2289907766
1326	0.2288940093
1327	0.2287973957
1328	0.2287907407
1329	0.2286312813
1330	0.2285433094
1331	0.2284659828
1332	0.2284078045
1333	0.2283382735
1334	0.228250008
1335	0.2280872051
1336	0.2280351866
1337	0.2279079445
1338	0.227877368
1339	0.2277589948
1340	0.2276536179
1341	0.2276208529
1342	0.2274963967
1343	0.2273750283
1344	0.2272167793
1345	0.2271910058
1346	0.2270640144
1347	0.2269921952
1348	0.2269088692
1349	0.2267014873
1350	0.2266606832
1351	0.2264434218
1352	0.2263677271
1353	0.2261339243
1354	0.2259620007
1355	0.2259288665
1356	0.2258291504
1357	0.2255919126
1358	0.2253996697
1359	0.22537055
1360	0.2252182134
1361	0.2251322679
1362	0.2249804691
1363	0.2248607974
1364	0.2247707345
1365	0.224743138
1366	0.2246818729
1367	0.224653552
1368	0.2244489146
1369	0.224272044
1370	0.2241563386
1371	0.2240657863
1372	0.2240300505
1373	0.2239306352
1374	0.2237639774
1375	0.2237055795
1376	0.223511127
1377	0.2234636294
1378	0.2233800704
1379	0.223317016
1380	0.2232094437
1381	0.2231596956
1382	0.2230974092
1383	0.2229756408
1384	0.2229109007
1385	0.2228305989
1386	0.2227318987
1387	0.2226438824
1388	0.2225009588
1389	0.22241508
1390	0.2223112513
1391	0.2222162551
1392	0.2220443352
1393	0.2219449812
1394	0.2218959429
1395	0.2217179111
1396	0.2216147324
1397	0.2214669183
1398	0.2213629134
1399	0.2212905177
1400	0.2212645079
